building_name,address,square_feet,building_age,building_type,energy_consumption_kbtu
700 BROADWAY APARTMENTS,700 BROADWAY E,88426,23,Other,2317474.0
BAYVIEW MANOR,11 W ALOHA ST,189917,66,Other,23599918.0
Japanese Presbyterian Church,1801 24TH AVE S,22952,63,Other,572919.0
SOUNDVIEW,4815 CALIFORNIA AVE SW,108066,25,Other,1977691.0
CONTINENTAL APTS,4835 CALIFORNIA AVE SW,26528,59,Other,628580.0
NINE CHERRY SQUARE,905 CHERRY ST,27627,57,Other,1184058.0
911 CONDOMINIUM,911 N 73RD ST,20851,57,Other,819580.0
1926 FAIRVIEW CONDOMINIUM,1926 FAIRVIEW AVE E,36792,36,Other,1291314.0
9800 ROOSEVELT CONDOMINIUM,9800 ROOSEVELT WAY NE,23512,43,Other,749223.0
19TH AVE LOFTS,1812 19TH AVE,49518,22,Other,2077727.0
FIFTH AVE APTS,1401 5TH AVE N,28277,63,Other,743263.0
TOWNE VUE MANOR,1425 5TH AVE N,21602,68,Other,727839.0
CROSSPOINTE VISTA,620 COMSTOCK ST,65689,38,Other,1311077.0
NOMA,5600 24TH AVE NW,109222,19,Other,2913251.0
THUNDERBIRD APTS,4821 FAUNTLEROY WAY SW,21596,69,Other,268017.0
N W WAREHOUSE,6540 5TH PL S,21040,50,Other,188917.0
CEDAR HEIGHTS,6535 5TH PL S,26060,75,Other,847295.0
PACIFIC RUBBER,6720 E MARGINAL WAY S,25620,52,Warehouse,479846.0
HEARTWOOD (Distribution Warehouse),1414 S DIRECTOR ST,31604,41,Other,268109.0
TSUE CHONG FOODS,800 S WELLER ST,33238,34,Other,415082.0
ST JAMES CATHEDRAL PLACE,803 TERRY AVE,27800,114,School,560399.0
MILL STREET CONDOMINIUM,1918 E YESLER WAY,26255,24,Other,719141.0
MILLENNIUM TOWER,719 2ND AVE,390390,26,Office,13901137.0
MILLER PLACE CONDOMINIUM,215 20TH AVE E,21158,27,Other,444089.0
MONIQUE LOFTS CONDOMINIUM,1024 E PIKE ST,26355,113,Other,3566700.0
MONTREUX CONDOMINIUM,425 VINE ST,74162,28,Other,2683326.0
WEST SEATTLE THRIFTWAY,4201 SW MORGAN ST,33706,28,Retail,5969101.0
WAREHOUSE,1050 W EWING ST,37600,65,Other,1393811.0
DENNY TERRACE,100 MELROSE AVE E,139127,57,Other,6517305.0
THE ILIAD,112 BELLEVUE AVE E,26153,61,Other,554380.0
BILTMORE APARTMENTS,418 E LORETTA PL,95611,102,Other,8976150.0
FANEUIL HALL,1562 E OLIVE WAY,32980,98,Other,1205038.0
ROYAL CREST CONDOMINIUM,2100 3RD AVE,187080,53,Other,5603226.0
ROYAL MANOR CONDOMINIUM,1120 8TH AVE,94000,56,Other,5921034.0
ROYAL OAK CONDOMINIUM,12300 28TH AVE NE,35333,52,Other,900776.0
ROYCROFT CONDOMINIUM,6015 PHINNEY AVE N,39331,22,Other,1405910.0
RUBY,2960 EASTLAKE AVE E,57486,18,Other,1275105.0
LOCKHAVEN CONDOMINIUM,3100 W COMMODORE WAY,77966,44,Other,3355455.0
LOCKSHORE CONDOMINIUM,3200 W COMMODORE WAY,28944,61,Other,810438.0
LOFTS THE CONDOMINIUM,208 3RD AVE S,30189,122,Other,758478.0
CAPITOL COURT,514 19TH AVE E,44432,22,Other,1433606.0
ADMIRAL APARTMENTS,2203 CALIFORNIA AVE SW,23671,100,Other,1384275.0
LOYAL HEIGHTS (SPS-DISTRICT),2501 NW 80TH ST,90465,94,School,1905038.0
MEZZO CONDOMINIUM,711 E DENNY WAY,20380,37,Other,634970.0
MIDTOWN,732 11TH AVE E,27878,57,Other,607625.0
LUDLOW APTS,703 E PIKE ST,23597,116,Other,748760.0
1404 BOYLSTON (2019),1404 BOYLSTON AVE,52253,8,Other,1430476.0
GREENHOUSE APARTMENTS (2013),3701 S HUDSON ST,121773,14,Other,3043734.0
MORNINGSIDE APTS & RETAIL,9425 35TH AVE NE,50095,32,Other,907328.0
MOSLER LOFTS,2720 3RD AVE,175353,19,Other,5904410.0
HALLER POST,1130 N 115TH ST,103345,39,Other,2991971.0
NORTHPARK VILLA,1100 N 115TH ST,93191,21,Other,1721403.0
PEGASUS COURT CONDO,12345 ROOSEVELT WAY NE,37317,27,Other,874736.0
EVANSTON PLACE  APTS,4323 EVANSTON AVE N,31500,35,Other,472967.0
22 UNIT APARTMENT,1526 NE 143RD ST,21580,50,Other,549325.0
EXECUTIVE ESTATES - BLDG E,14040 15TH AVE NE,97254,57,Other,2411306.0
JACKSON PARK APTS 36-UNITS,13716 15TH AVE NE,28899,51,Other,1004472.0
EXECUTIVE ESTATES (BLDGS J & K),14017 15TH AVE NE,57496,51,Other,1225291.0
EXECUTIVE ESTATES (BLDGS N & R),14025 15TH AVE NE,48863,41,Other,1222765.0
"EXECUTIVE ESTATES (BLDGS A, B, C, D)",1227 NE 143RD ST,165694,60,Other,4763194.0
"EXECUTIVE ESTATES (BLDGS F, G & H)",1220 NE 143RD ST,143369,58,Other,3309390.0
EXECUTIVE ESTATES (BLDGS M & N),14330 12TH AVE NE,44230,50,Other,1885713.0
CENTURYLINK: EMERSON MAIN,1249 NE 145TH ST,47237,78,Other,6024194.0
PARC-BELLTOWN,76 CEDAR ST,187139,19,Other,7528540.0
PARC ON SUMMIT CONDOMINIUM,1616 SUMMIT AVE,57091,36,Other,1549273.0
VILLAGE VISTA APTS,5000 22ND AVE NE,30240,68,Other,811865.0
RAVEN-WOOD CONDOMINIUM,9502 RAVENNA AVE NE,21798,47,Other,565104.0
RAVENNA WOODS CONDOMINIUM,2300 NE 89TH ST,42448,45,Other,1276233.0
REGATTA CONDOMINIUM,1700 N NORTHLAKE WAY,125241,24,Other,4948760.0
PARK LANE PLACE CONDOMINIUM,400 BOYLSTON AVE E,32430,95,Other,1386203.0
PARK SHORE VILLA CONDOMINIUM,9030 SEWARD PARK AVE S,87696,55,Other,2085551.0
PARK SUMMIT PH 01 CONDOMINIUM,211 SUMMIT AVE E,50299,42,Other,1708634.0
PARK TERRACE CONDOMINIUM,528 W OLYMPIC PL,34882,77,Other,1104038.0
PARKE GRANDVIEW CONDOMINIUM,1520 15TH AVE E,26808,46,Other,1030416.0
ADAMS ELEMENTARY (SPS-DISTRICT),6110 28TH AVE NW,57298,37,School,1525692.0
PARKVIEW PLAZA CONDOMINIUM,1101 SENECA ST,78538,45,Other,5657308.0
SAFEWAY  STORE # 1550,7300 ROOSEVELT WAY NE,76585,29,Retail,12603812.0
CROSS AND CROWN CHURCH,4554 12TH AVE NE,26373,88,Other,711216.0
RENAISSANCE AT 1ST & LEE,1414 1ST AVE W,40128,22,Other,1791125.0
RENAISSANCE THE CONDOMINIUM,1011 5TH AVE N,24581,41,Other,623135.0
RENAISSANCE ON QUEEN ANNE CONDOMINIUM,810 TAYLOR AVE N,34066,48,Other,910425.0
LESCHI LAKE CENTER,120 LAKESIDE AVE,75868,70,Office,4760488.0
GABLES COOP APTS,409 16TH AVE E,33430,115,Other,2419758.0
THE HARRISON,346 15TH AVE E,28878,25,Other,796152.0
GREENLIND BUILDING,340 15TH AVE E,21656,79,Other,1616175.0
UNIVERSITY HOUSE,4700 12TH AVE NE,72831,55,Other,3634034.0
ELLIPSE APARTMENTS,4744 12TH AVE NE,82254,20,Other,1698391.0
ACACIA COURT APARTMENTS,4707 12TH AVE NE,57700,21,Other,1922092.0
RESIDENCE AT 5TH AVENUE NORTH CONDOMINIUM,812 5TH AVE N,58359,24,Other,1723185.0
RIDGEMONT CONDOMINIUM,7720 GREENWOOD AVE N,23236,24,Other,598814.0
PHINNEY TERRACE,6561 PHINNEY AVE N,43788,42,Other,1205228.0
RIVA AT LAKE UNION,1550 EASTLAKE AVE E,39329,30,Other,918993.0
CENTURYLINK: ATWATER CO,1503 3RD AVE W,36771,70,Other,5027091.0
THE GILBERT APARTMENTS,1529 QUEEN ANNE AVE N,87261,21,Other,1767026.0
THE MAGNOLIA,4250 34TH AVE W,34854,37,Other,617398.0
CHEMITHON,8000 5TH AVE S,24024,49,Other,356650.0
PWA INC,7700 2ND AVE S,36982,47,Warehouse,354995.0
WHECO,7417 4TH AVE S,23400,62,Other,310401.0
LE PARC CONDOMINIUM,1231 5TH AVE N,21232,34,Other,643172.0
LESCHI SHORES CONDOMINIUM,720 LAKESIDE AVE S,22810,69,Other,884543.0
VALI-HAI APARTMENTS,800 1ST AVE N,43346,67,Other,6027269.0
COLOR CRAFT,621 2ND AVE N,30720,78,Other,736718.0
L&W FOOD CORPORATION,651 S INDUSTRIAL WAY,35046,52,Other,1483770.0
OVERSEAS CASING CO,4318 6TH AVE S,25577,65,Other,688590.0
410 ASSOCIATES OFFICE BLDG,4010 STONE WAY N,20410,31,Office,2387754.0
LUMEN CONDO,500 MERCER ST,97855,20,Other,3268210.0
AQUA TERRACE APARTMENT,1020 5TH AVE N,22937,67,Other,619653.0
THE ORION APARTMENTS,901 TAYLOR AVE N,21168,59,Other,494992.0
MERIDIAN,1420 TERRY AVE,179678,24,Other,12020734.0
MERIDIAN MANOR,10345 MERIDIAN AVE N,75070,47,Other,3944688.0
MERIDIAN TERRACE,1810 N 103RD ST,48433,38,Other,949636.0
MERIDIAN CENTER BUILDING,10303 MERIDIAN AVE N,24696,43,Office,532309.0
MERIDIAN 106 CONDOS CONDOMINIUM,2100 N 106TH ST,20806,47,Other,628590.0
MERITAGE CONDOMINIUM,124 BELLEVUE AVE E,43142,20,Other,1320540.0
MERRILL COURT CONDOMINIUM,718 E ALOHA ST,47544,41,Other,1409640.0
MERRILL PLACE RESIDENTIAL CONDOMINIUM,97 S JACKSON ST,20583,121,Other,458214.0
METROPOLE CONDOMINIUM,5615 24TH AVE NW,37877,20,Other,1163323.0
ST. ANDREW KIM,11700 1ST AVE NE,24955,24,Other,399021.0
12329 ROOSEVELT WAY NE,12329 ROOSEVELT WAY NE,62566,31,Other,1431922.0
OSPREY APTS - 20 UNITS,2116 N 112TH ST,25160,53,Other,597864.0
ETHYLE MANOR,2132 N 112TH ST,26254,55,Other,749215.0
LUXE,500 5TH AVE W,40248,58,Other,1286981.0
MADISON LOFTS,2900 E MADISON ST,34629,18,Other,1004413.0
MADISON PARK PLACE CONDOMINIUM,2000 43RD AVE E,38430,41,Other,3007802.0
MADISON PARK WATERFRONT CONDOMINIUM,1810 43RD AVE E,32366,62,Other,915623.0
TWIN BIRCHES APTS,800 2ND AVE N,27246,69,Other,927317.0
16 UNIT APARTMENT,900 NOB HILL AVE N,25082,63,Other,597110.0
COGIR QUEEN ANNE I,805 4TH AVE N,145085,20,Other,6161378.0
DELMONT APARTMENTS,403 ROY ST,22344,116,Other,586438.0
LEEANN APARTMENTS,701 5TH AVE N,96933,8,Other,3480550.0
BROOKDALE QUEEN ANNE II,800 4TH AVE N,56380,20,Other,1452577.0
VIRGINIA MASON - BAILEY BOUSHAY HOUSE,2720 E MADISON ST,34074,35,Other,7270396.0
HOTEL 1000,1000 1ST AVE,392552,20,Hotel,17287732.0
MAGNOLIA SUITES,2410 W MANOR PL,35835,49,Other,744647.0
MAGNOLIA VISTA,3711 27TH PL W,30000,58,Other,661870.0
MAGNOLIA CRESTVIEW APTS,2701 W MANOR PL,25959,58,Other,609761.0
MAGNOLIA CREST APT,2727 W MANOR PL,25326,58,Other,585972.0
MAGNOLIAN APTS,3520 28TH AVE W,37086,59,Other,925307.0
"MAGGIE, THE",3539 27TH PL W,56104,57,Other,1526061.0
CASA LADARO APTS BLDG #1,3535 27TH PL W,23705,58,Other,1286370.0
OVERLOOK AT MAGNOLIA (BLDG E),3501 26TH PL W,28185,56,Other,805358.0
OVERLOOK AT MAGNOLIA (BLDG C),3520 27TH PL W,39900,56,Other,875397.0
OVERLOOK AT MAGNOLIA (BLDG A),3520 27TH PL W,40560,58,Other,1207505.0
OVERLOOK AT MAGNOLIA (BLDG B),2601 W MANOR PL,44687,58,Other,1233863.0
OVERLOOK AT MAGNOLIA (BLDG G),3401 25TH AVE W,32441,53,Other,675878.0
OVERLOOK AT MAGNOLIA (BLDG H),3425 25TH AVE W,33466,53,Other,928768.0
OVERLOOK AT MAGNOLIA (BLDG I),3430 26TH AVE W,36178,53,Other,904868.0
OVERLOOK AT MAGNOLIA (BLDG J),3500 25TH AVE W,29588,52,Other,802788.0
OVERLOOK AT MAGNOLIA (BLDG K),3451 24TH AVE W,34602,52,Other,817914.0
MARINWOOD APTS,3628 24TH PL W,45057,46,Other,1088374.0
MAGNOLIA RIDGE CONDOMINIUM,2510 W BERTONA ST,32452,58,Other,378087.0
BILLINGS MIDDLE SCHOOL,12351 8TH AVE NE,32961,38,Other,1266998.0
ROOSEVELT PARK APTS (Used to be PARK VIEW APTS),12520 ROOSEVELT WAY NE,24800,59,Other,726696.0
ROOSEVELT PLACE,12527 ROOSEVELT WAY NE,28470,40,Other,698828.0
GREENWOOD LIBRARY,8016 GREENWOOD AVE N,27376,22,Other,1297977.0
MAGNOLIA VIEW CONDOMINIUM,2562 THORNDYKE AVE W,24444,57,Other,574578.0
ELIZABETH M APTS,4417 EVANSTON AVE N,25268,57,Other,502494.0
FREMONT COURT APTS,4464 FREMONT AVE N,45111,36,Other,792111.0
MIRABELLA (WALLINGFORD),4250 AURORA AVE N,63317,29,Other,1417052.0
THE MILAN,4300 AURORA AVE N,66300,31,Other,775668.0
GUINEVERE,522 N 85TH ST,183524,24,Other,3285588.0
THE BUSH SCHOOL - MIDDLE AND LOWER SCHOOL CAMPUS,3400 E HARRISON ST,109794,76,School,3913294.0
MADISON PLACE,1813 19TH AVE,38560,37,Other,859029.0
QFC - NORTHGATE,11100 ROOSEVELT WAY NE,44755,30,Retail,17993988.0
BROADWAY AND E PIKE BUILDING,905 E PIKE ST,24000,114,Other,869801.0
EAST PIKE BUILDING,1205 E PIKE ST,21228,106,Office,594317.0
ELYSIAN BREWING CO & OFFICES,1221 E PIKE ST,23422,106,Office,2003562.0
SOUND MENTAL HEALTH,1600 E OLIVE ST,38879,51,Office,3378527.0
THE MARQUIS COOP APARTMENTS,1605 E OLIVE ST,40112,100,Other,1560673.0
CASCADIA APARTMENTS,1621 17TH AVE,25808,102,Other,1049956.0
MADISON CROSSING APARTMENTS & STORE,1600 E MADISON ST,52695,28,Other,4335443.0
COUNCIL HOUSE,1501 17TH AVE,93021,54,Other,6023085.0
SEATTLE WORLD SCHOOL AT T.T. MINOR (SPS-DISTRICT),1700 E UNION ST,57048,86,School,2318650.0
BARBARA FRIETCHIE,1100 17TH AVE,23616,97,Other,1694006.0
PARK ROYAL APARTMENTS,1503 18TH AVE,28080,38,Other,701549.0
CHESTER APTS & STORES,1323 E PINE ST,20509,116,Other,638162.0
THE PACKARD BUILDING,1530 12TH AVE,74725,116,Other,3547955.0
PUBLIC STORAGE (STORE 20172),1515 13TH AVE,61880,68,Warehouse,398116.0
LENAWEE APTS,1629 HARVARD AVE,50356,86,Other,6600080.0
HELIX APARTMENTS,4751 12TH AVE NE,65826,20,Other,2197950.0
TRAVIGNE ON ELEVENTH AVE APTS,4726 11TH AVE NE,91916,25,Other,1899578.0
SUNRISE CASCADE,1100 NE 47TH ST,33480,26,Other,953398.0
University VW,4724 ROOSEVELT WAY NE,21600,102,Other,3052245.0
FIRE STATION 17,1050 NE 50TH ST,27908,97,Other,1287295.0
SAGAMORE BUILDING,5200 ROOSEVELT WAY NE,24722,23,Other,648200.0
THE BUSH SCHOOL - UPPER SCHOOL CAMPUS,3400 E HARRISON ST,30562,26,School,2568814.0
PACIFIC PALISADES CONDOMINIUM,3900 2ND AVE NE,43422,29,Other,873679.0
PACIFIC RIM CENTER COMMERCIAL,900 S JACKSON ST,54969,26,Other,4757372.0
TEMPLE DE HIRSCH,1511 E PIKE ST,76127,75,School,2339226.0
FENTON APTS,1509 E MADISON ST,36546,118,Other,977107.0
THE PEARL APARTMENTS,1530 15TH AVE,101530,18,Other,4567260.0
JEWISH FAMILY SERVICE,1601 16TH AVE,25834,68,Office,1708189.0
ARILLIS ARMS,1700 15TH AVE,26172,64,Other,788824.0
WILANA COOP,1732 15TH AVE,25920,117,Other,741456.0
PHINNEY RIDGE CONDOMINIUM,8720 PHINNEY AVE N,26112,41,Other,610421.0
ST MARKS CATHEDRAL,1245 10TH AVE E,37700,97,Other,4123636.0
PIERRE MARQUIS CONDOMINIUM MERIDIAN,2253 GILMAN DR W,62093,46,Other,1511005.0
THE PIER AT LESCHI,334 LAKESIDE AVE S,23856,70,Other,700941.0
PIKE LOFTS CONDOMINIUM,303 E PIKE ST,69272,28,Other,2451473.0
MONTLAKE APARTMENTS,2300 24TH AVE E,20366,100,Other,1801212.0
"DPE Investments, LLC",11500 15TH AVE NE,23888,52,Other,605466.0
RALEIGH MANOR APTS,12000 15TH AVE NE,45579,26,Other,920316.0
TRADER JOE'S & APARTMENTS,1700 E MADISON ST,97229,22,Other,5187250.0
OLIVE RIDGE,1700 17TH AVE,72716,57,Other,3684693.0
Union 18 Apartments,1140 18TH AVE,37824,57,Other,1885151.0
OFFICE BUILDING,9620 STONE AVE N,25111,44,Office,828709.0
OAK VIEW APARTMENT,9514 STONE AVE N,43854,18,Other,1031035.0
LICTON SPRINGS APT,9515 INTERLAKE AVE N,34023,39,Other,666728.0
WEST WINDS APTS,7050 LINCOLN PARK WAY SW,22984,63,Other,799247.0
HALCYON APTS,7060 LINCOLN PARK WAY SW,26342,58,Other,598207.0
THE PITTSBURGH,117 JOHN ST,24329,119,Other,1002283.0
ADWAS,8623 ROOSEVELT WAY NE,29588,20,Other,1002872.0
PLAZA DEL SOL,1701 E OLIVE WAY,82519,33,Other,1903103.0
PLAZA ROYALE CONDOMINIUM,1001 QUEEN ANNE AVE N,37843,56,Other,1764291.0
PLEASANT VALLEY PLAZA,3801 34TH AVE W,35787,42,Other,887309.0
OUR LADY OF FATIMA CHURCH & RECTORY,3218 W BARRETT ST,31805,73,Other,2031773.0
OUR LADY OF FATIMA SCHOOL & GYM,3301 W DRAVUS ST,20811,73,School,1572167.0
BLUE RIDGE APTS,9600 9TH AVE NW,28328,40,Other,784732.0
CSC Meter Shop (G),1010 8TH AVE S,22058,59,Other,2465596.0
POINT ELLIOTT CONDOMINIUM,1661 HARBOR AVE SW,42188,28,Other,1483566.0
POINT NAUTICA CONDOMINIUM,1005 HARBOR AVE SW,36730,28,Other,1130562.0
PLYMOUTH POULTRY,4500 7TH AVE S,22890,56,Other,9308101.0
PARK MANOR APTS LLC,601 S SNOQUALMIE ST,28320,55,Other,289335.0
TRACY ANN APTS. - NORTH,6790 MURRAY AVE SW,26498,62,Other,753196.0
OLYMPIC MANOR APTS & SHOPS,3504 SW WEBSTER ST,28683,48,Other,731271.0
LINDEN PARK CONDOMINIUM,13717 LINDEN AVE N,96869,44,Other,2164266.0
MERIDIAN PLACE APTS (BLDGS E & F),1800 N 107TH ST,51908,40,Other,1317745.0
MERIDIAN PLACE APTS (BLDG A),10701 MERIDIAN AVE N,46339,39,Other,1146309.0
MERIDIAN PLACE APTS (BLDG B),10711 MERIDIAN AVE N,43245,39,Other,1144876.0
MERIDIAN PLACE (BLDGS C & D),10721 MERIDIAN AVE N,56800,37,Other,1867550.0
CONGREGATION BETH SHALOM,6800 35TH AVE NE,29079,71,Other,491000.0
OFFICE BUILDING,4020 E MADISON ST,28848,44,Office,795691.0
COLONY SURF APTS,9551 RAINIER AVE S,42816,59,Other,1353535.0
ROLLIN STREET,120 WESTLAKE AVE N,399935,19,Other,14042145.0
BROWN BEAR CAR WASH,3977 LEARY WAY NW,23577,38,Office,1416721.0
ENVIRONMENTAL LAB - KING COUNTY,322 W EWING ST,46024,41,Other,11873225.0
ROSS MANOR,1420 WESTERN AVE,70939,42,Other,2664982.0
NWCP MAYNARD,6100 6TH AVE S,30800,61,Other,616307.0
THORNTON PLACE APTS BLD 2 (CHILD PROPERTY FOR #52046),337 NE THORNTON PL,124642,18,Other,16911382.0
THORNTON PLACE APTS BLD 3 (CHILD PROPERTY FOR #52046),307 NE THORNTON PL,120520,18,Other,2927601.0
THORNTON PLACE APTS BLD 4 (CHILD PROPERTY FOR #52046),400 NE THORNTON PL,102522,18,Other,3770302.0
CEDARVALE VILLAGE,11219 ROOSEVELT WAY NE,30984,56,Other,796436.0
MORRISON,509 3RD AVE,159840,118,Other,11257835.0
RAINIER HOUSE,5270 RAINIER AVE S,43732,18,Other,3155409.0
CHIEF SEATTLE CLUB/MONTEREY LOFTS,410 2ND AV ET S,22168,126,Other,1504131.0
MT BAKER VILLAGE APTS 4,2541 29TH AVE S,21200,66,Other,604963.0
MT BAKER VILLAGE APTS 6,2555 29TH AVE S,21200,66,Other,567482.0
MT BAKER VILLAGE APTS 9,2580 29TH AVE S,20365,66,Other,547988.0
COMMODORE DUCHESS APTS (UW HOUSING),4005 15TH AVE NE,97923,101,Other,10416721.0
605 UNION STATION,605 5TH AVE S,268130,26,Office,8108916.0
625 UNION STATION,625 5TH AVE S,68452,26,Office,3186580.0
705 UNION STATION,705 5TH AVE S,273185,26,Office,12724890.0
THE VILLA ACADEMY - MAIN BLDG & GYM,5001 NE 50TH ST,97500,102,School,5321352.0
QUEEN ANNE SQUARE WEST,220 W MERCER ST,54015,44,Office,3178359.0
ELAN 41 (Used to be JEFFERSON SQUARE APARTMENTS),4100 SW EDMUNDS ST,79052,39,Other,2228041.0
JOULE,523 BROADWAY E,436301,17,Other,7133488.0
AGNES LOFTS,1433 12TH AVE,32881,19,Other,3071972.0
PRESCOTT WALLINGFORD APARTMENTS,3920 STONE WAY N,198233,14,Other,2130560.0
ALTO APARTMENTS LLC - (2014),311 CEDAR ST,176043,15,Other,6794942.0
ELEMENT 42,2641 42ND AVE SW,63597,15,Other,2416240.0
FIRST AND UNION,1411 1ST AVE,50147,41,Other,6109118.0
EAGLES APARTMENTS,706 UNION ST,37804,101,Other,2623224.0
THE CORYDON (Merrill Gardens at the University),5101 25TH AVE NE,260368,18,Other,6326261.0
BAY VISTA OFFICE BUILDING,2815 2ND AVE,119701,44,Office,9340422.0
LAKE CITY - SEATTLE PUBLIC LIBRARY,12501 28TH AVE NE,24697,61,Other,1530912.0
SEATTLE CENTRAL COLLEGE - WOOD CONSTRUCTION (STAND ALONE BLDG),2310 S LANE ST,61050,13,Other,3527759.0
SEATTLE COMMUNITY COLLEGE MARITIME ACADEMY (STAND ALONE BLDG),4455 SHILSHOLE AVE NW,23342,10,Other,2114654.0
DAVID COLWELL BUILDING,111 YALE AVE N,79684,26,Other,3504442.0
THE WESLY AT DRAVUS,20 W DRAVUS ST,24501,22,Other,994902.0
PIKE PLAZA - TARGET STORE,1401 2ND AVE,103000,35,Retail,8242176.0
LUMEN COMMERCIAL,500 MERCER ST,34010,20,Retail,2719989.0
QFC UPTOWN,500 MERCER ST,45980,20,Retail,6078090.0
OVERLOOK AT MAGNOLIA (BLDG D),3601 26TH PL W,34728,56,Other,1114667.0
OVERLOOK AT MAGNOLIA (BLDG F),3500 27TH PL W,34480,56,Other,866554.0
HARVARD MARKET LLC,1401 BROADWAY,45243,30,Other,16290058.0
Sanford Hildebrandt Towers II,751 N 135TH ST,56800,42,Other,2092783.0
CENTURYLINK EVENT CENTER & GARAGE,1000 OCCIDENTAL AVE S,872409,27,Other,14556549.0
SOUTH SHORE K-8 PUBLIC SCHOOL (SPS-DISTRICT),4800 S HENDERSON ST,138705,17,School,5987962.0
VIVIAN MCLEAN PLACE - AFFORDABLE HOUSING,5423 DELRIDGE WAY SW,27752,24,Other,586034.0
COPPINS WELL,1200 MADISON ST,236148,14,Other,8299428.0
KING COUNTY METRO TRANSIT POWER DISTRIBUTION,2255 4TH AVE S,21947,22,Other,1862927.0
MERCY MAGNUSON PLACE - BUILDING 9 - SAND POINT,7101 62ND AVE NE,213076,7,Other,5838195.0
"UW- SANDPOINT BUILDING # 5 (5A,5B,5C,5D)",7561 63RD AVE NE,384772,86,Other,16649351.0
SAND POINT BUILDING 25,6222 NE 74TH ST,30287,66,Office,2139911.0
SAND POINT BUILDING 29,6200 NE 74TH ST,21931,66,Office,4019886.0
OLYMPIC BLOCK BUILDING-COMMERCIAL,101 YESLER WAY,91466,41,Office,3713829.0
BROADWAY MARKET AND HARVARD APTS,401 BROADWAY E,140823,110,Other,2176259.0
MAGNOLIA MANOR,3711 27TH PL W,24386,58,Other,599628.0
SPU OPERATIONS CONTROL CENTER (OCC) COMPLEX,2700 AIRPORT WAY S,90072,60,Other,7537881.0
BEACON VIEW APTS BLDG B,1702 11TH AVE S,35796,58,Other,1094192.0
AMESBURY COURT APARTMENTS - BLDG B,13735 LINDEN AVE N,43228,36,Other,930308.0
AMESBURY COURT APARTMENTS - BLDG A,13731 LINDEN AVE N,35560,36,Other,685686.0
ELLIOT BAY VIEW APARTMENTS,151 JOHN ST,36179,15,Other,1414092.0
SAFEWAY STORE #1586,12318 15TH AVE NE,51400,15,Retail,11915896.0
AVALON QUEEN ANNE,300 3RD AVE W,290520,15,Other,4234214.0
THE BROADWAY ON BROADWAY BLDG,1620 BROADWAY,184980,16,Other,5174020.0
NORTH POINTE NON RESIDENTIAL SECTION,2101 N 34TH ST,26263,33,Office,1957450.0
TAMARACK PLACE (2012),4616 MARTIN LUTHER KING JR WAY S,88449,16,Other,3752376.0
BRETTLER FAMILY PLACE,6870 62ND AVE NE,31930,15,Other,1157191.0
LAKE CITY COURT (SHA),12536 33RD AVE NE,138121,15,Other,4706502.0
GOSSETT PLACE APTS,4719 12TH AVE NE,39636,15,Other,1653434.0
BRETTLER FAMILY PLACE BLDG 2,6800 62ND AVE NE,29646,15,Other,1093834.0
HARVARD CREST APARTMENTS,135 HARVARD AVE E,29656,99,Other,899210.0
HONG KONG BUILDING & APTS,507 MAYNARD AVE S,39493,99,Other,1754070.0
GEORGETOWN STEAM PLANT,6605 13TH AVE S,39212,120,Other,353764.0
SEATTLE UNIVERSITY THE DOUGLAS APTS,1223 E CHERRY ST,140254,15,Other,3869432.0
SANTOS PLACE APT,6940 62ND AVE NE,45760,76,Other,2417862.0
MEDGAR EVERS POOL (GARFIELD COMMUNITY CENTER),500 23RD AVE,21400,58,Other,4729930.0
Research & Training Building (HARBORVIEW) -,300 9TH AVE,181930,26,Other,51910136.0
CITIZEN APARTMENTS,1222 E MADISON ST,102696,14,Other,2971911.0
CENTRAL LINK OPERATIONS & MAINTENANCE - Sound Transit,2901 AIRPORT WAY S,162157,21,Other,42463380.0
THE JEFFERSON ON JEFFERSON & 12TH,500 12TH AVE,57495,14,Other,1509119.0
SAFEWAY #1885,516 1ST AVE W,93997,23,Retail,8154652.0
TRESSA APARTMENTS 1 & 2 Combined,14200 LINDEN AVE N,375502,16,Other,16489162.0
CITY PLACE V (Arizona),207 BOREN AVE N,526423,14,Office,15437078.0
PRUDENTIAL BUILDING,114 ALASKAN WAY S,74211,124,Other,896744.0
LAWRENCE LOFTS,1818 E MADISON ST,174654,14,Other,3774064.0
PUBLIC STORAGE AND TRUCK RENTAL,10020 MARTIN LUTHER KING JR WAY S,293707,38,Warehouse,991305.0
BLAINE K-8 SCHOOL & MAGNOLIA COMMUNITY CENTER (SPS-DISTRICT),2550 34TH AVE W,116101,74,School,7729543.0
MAGNUSON PARK CAMPUS,7400 SAND POINT WAY NE,564258,97,Other,19004374.0
TERRAVITA APARTMENTS,514 E PINE ST,153767,15,Other,4025574.0
VIEW 420 APARTMENTS,420 QUEEN ANNE AVE N,43762,14,Other,595696.0
THE LYRIC,230 BROADWAY E,345949,14,Other,8603356.0
HOME PLATE CENTER BLDG A,1501 1ST AVE S,202428,14,Office,9294450.0
BARCLAY BROADWAY,412 BROADWAY,133706,14,Other,2824004.0
COLUMBIA CITY STATION,4484 MARTIN LUTHER KING JR WAY S,43210,14,Other,1746705.0
SEVEN HILLS APTS,1919 QUEEN ANNE AVE N,74964,14,Other,2722335.0
